EicCode,EicDisplayName,EicLongName,EicParent,EicResponsibleParty,EicStatus,MarketParticipantPostalCode,MarketParticipantIsoCountryCode,MarketParticipantVatCode,EicTypeFunctionList,type
26W-S04CTNTCNTRN,216654_174,IM_S04CTNTUP_CNTRALETEL_11,,,Active,,,,Production Unit,W
26W-S04FBNTFONTO,216655_249,IM_S04FBNTUP_FONTANA_B_1,,,Active,,,,Production Unit,W
26W-S04GLRNSLDGK,216656_356,IM_S04GLRNUP_SLDGLRENZA_2,,,Active,,,,Production Unit,W
26W-S04GRGNGRIGX,216657_985,IM_S04GRGNUP_GRIGNO_1,,,Active,,,,Production Unit,W
26W-S04LMSALASAA,216658_634,IM_S04LMSAUP_LASA_ME_1,,,Active,,,,Production Unit,W
26W-S04LNAALANAW,216659_631,IM_S04LNAAUP_LANA_1,,,Active,,,,Production Unit,W
26W-S04LPPGLAPPO,216660_633,IM_S04LPPGUP_LAPPAGO_1,,,Active,,,,Production Unit,W
26W-S04MMLGMALGI,216661_4024,IM_S04MMLGUP_MALGA_MAR_1,,,Active,,,,Production Unit,W
26W-S04MRLNMARLJ,216662_699,IM_S04MRLNUP_MARLENG.M_1,,,Active,,,,Production Unit,W
26W-S04MSCRMASO4,216663_702,IM_S04MSCRUP_MASOCORON_1,,,Active,,,,Production Unit,W
26W-S04MTDRM-DIG,216664_696,IM_S04MTDRUP_M.DI_TURE_1,,,Active,,,,Production Unit,W
26W-S04NATRCNTR9,216665_173,IM_S04NATRUP_CNTRLNTRNO_11,,,Active,,,,Production Unit,W
26W-S04NMBENEMB3,216666_254,IM_S04NMBEUP_NEMBIA_1,,,Active,,,,Production Unit,W
26W-S04PGEPPONT5,216668_337,IM_S04PGEPUP_PONTE_GAR_1,,,Active,,,,Production Unit,W
26W-S04PGRDP-GAY,216669_791,IM_S04PGRDUP_P.GARD.ME_1,,,Active,,,,Production Unit,W
26W-S04PMRMPREMO,216670_949,IM_S04PMRMUP_PREMESA_M_1,,,Active,,,,Production Unit,W
26W-S04PRCMPRACA,216671_939,IM_S04PRCMUP_PRACOMUNE_1,,,Active,,,,Production Unit,W
26W-S04PRDZPREDM,216672_948,IM_S04PRDZUP_PREDAZZO_1,,,Active,,,,Production Unit,W
26W-S04RDGLRIVAC,216673_1435,IM_S04RDGLUP_RIVADEL_3,,,Active,,,,Production Unit,W
26W-S04RPSTRIO-C,216675_956,IM_S04RPSTUP_RIO_PUSTE_1,,,Active,,,,Production Unit,W
26W-S04RVRTCNTRT,213852_38996,IM_S04RVRTUP_CNTRLCGNRZ_7,,,Active,,,,Production Unit,W
26W-S04SCLMCNTRY,216676_96,IM_S04SCLMUP_CNTRLSCLMB_5,,,Active,,,,Production Unit,W
26W-S04SCMSSMAS7,216677_38364,IM_S04SCMSUP_SMASSCLE_2,,,Active,,,,Production Unit,W
26W-S04SFLVSFLOC,216678_264,IM_S04SFLVUP_SFLORIANO_2,,,Active,,,,Production Unit,W
26W-S04SFLVS-FLQ,216678_962,IM_S04SFLVUP_S.FLORI.A_1,,,Active,,,,Production Unit,W
26W-S04SNTNS-AN2,216679_959,IM_S04SNTNUP_S.ANTONIO_1,,,Active,,,,Production Unit,W
26W-S04SPNCS-PA1,216680_1036,IM_S04SPNCUP_S.PANCRAZ_1,,,Active,,,,Production Unit,W
26W-S04SRNTSAREA,216681_1065,IM_S04SRNTUP_SARENTINO_1,,,Active,,,,Production Unit,W
26W-S04SSLSS-SII,216682_1037,IM_S04SSLSUP_S.SILVEST_1,,,Active,,,,Production Unit,W
26W-S04STROSTORE,216683_1130,IM_S04STROUP_STORO_1,,,Active,,,,Production Unit,W
26W-S04SVLBS-VAT,216684_1038,IM_S04SVLBUP_S.VALBURG_1,,,Active,,,,Production Unit,W
26W-S04TRBLTORB4,216685_4028,IM_S04TRBLUP_TORBOLE_1,,,Active,,,,Production Unit,W
26W-S04VNLNVAL-O,216686_1212,IM_S04VNLNUP_VAL_NOANA_1,,,Active,,,,Production Unit,W
26W-S05AGRDAGORY,216687_65,IM_S05AGRDUP_AGORDO_1,,,Active,,,,Production Unit,W
26W-S05APGPENI-U,216688_100,IM_S05APGPUP_ENI_S.P.A_2,,,Active,,,,Production Unit,W
26W-S05ARSIARSIJ,216689_800,IM_S05ARSIUP_ARSIE_1,,,Active,,,,Production Unit,W
26W-S05AZTTAZOTP,216690_3241,IM_S05AZTTUP_AZOTATI_5,,,Active,,,,Production Unit,W
26W-S05BMSSBUSSR,216691_310,IM_S05BMSSUP_BUSSOL._M_1,,,Active,,,,Production Unit,W
26W-S05BTRGBORGR,216692_250,IM_S05BTRGUP_BORGO_TRE_1,,,Active,,,,Production Unit,W
26W-S05CABMCADEA,216693_4111,IM_S05CABMUP_CADELBUE_3,,,Active,,,,Production Unit,W
26W-S05CCCLCGCNS,216694_274,IM_S05CCCLUP_CGCNTRCTTA_1,,,Active,,,,Production Unit,W
26W-S05CHVICHIEH,216696_408,IM_S05CHVIUP_CHIEVO_1,,,Active,,,,Production Unit,W
26W-S05CNTRPORT1,216698_421,IM_S05CNTRUP_PORTO_VIR_1,,,Active,,,,Production Unit,W
26W-S05CPRTCNTRH,216699_37,IM_S05CPRTUP_CNTRLADRIA_2,,,Active,,,,Production Unit,W
26W-S05CSTLCAST4,216700_396,IM_S05CSTLUP_CASTELLET_1,,,Active,,,,Production Unit,W
26W-S05CSTMCASTZ,216701_891,IM_S05CSTMUP_CASTELMAS_1,,,Active,,,,Production Unit,W
26W-S05CVLLCAVIC,216702_721,IM_S05CVLLUP_CAVILLA_1,,,Active,,,,Production Unit,W
26W-S05ESPRMMZT7,216703_4570,IM_S05ESPRUP_MMZTSLRPRK_1,,,Active,,,,Production Unit,W
26W-S05FDLTFADAP,216704_929,IM_S05FDLTUP_FADALTO_1,,,Active,,,,Production Unit,W
26W-S05FDZRFORN0,216705_544,IM_S05FDZRUP_FORNO_DI_1,,,Active,,,,Production Unit,W
26W-S05FTSNFUSI2,216706_689,IM_S05FTSNUP_FUSINA_T_1,,,Active,,,,Production Unit,W
26W-S05GRDNGARDH,216707_550,IM_S05GRDNUP_GARDONA_1,,,Active,,,,Production Unit,W
26W-S05LROELOREE,216708_4212,IM_S05LROEUP_LOREO_1,,,Active,,,,Production Unit,W
26W-S05MCPLM--C0,216709_695,IM_S05MCPLUP_M._CIAPEL_1,,,Active,,,,Production Unit,W
26W-S05MLNOMOLI5,216710_707,IM_S05MLNOUP_MOLINE_1,,,Active,,,,Production Unit,W
26W-S05N7V1NOVEF,216711_439,IM_S05N7V1UP_NOVE_1,,,Active,,,,Production Unit,W
26W-S05PLSEPELOG,216712_795,IM_S05PLSEUP_PELOS_1,,,Active,,,,Production Unit,W
26W-S05PMARLEVA0,216713_432,IM_S05PMARUP_LEVANTE_3,,,Active,,,,Production Unit,W
26W-S05PMNTPONT8,216714_813,IM_S05PMNTUP_PONTE_MAL_1,,,Active,,,,Production Unit,W
26W-S05PMRTPORT5,216715_3858,IM_S05PMRTUP_PORTO_MAR_2,,,Active,,,,Production Unit,W
26W-S05PTRTPORTN,216716_2714,IM_S05PTRTUP_PORTO_TOL_2,,,Active,,,,Production Unit,W
26W-S05QRUEQUER2,216717_1055,IM_S05QRUEUP_QUERO_1,,,Active,,,,Production Unit,W
26W-S05SCTISICE9,216718_102,IM_S05SCTIUP_SICET_1,,,Active,,,,Production Unit,W
26W-S05SNRVSORI2,216719_3065,IM_S05SNRVUP_SORIO_NUO_2,,,Active,,,,Production Unit,W
26W-S05SSPRSOSPK,216720_1125,IM_S05SSPRUP_SOSPIROLO_1,,,Active,,,,Production Unit,W
26W-S05STNGSTANJ,216721_1129,IM_S05STNGUP_STANGA_1,,,Active,,,,Production Unit,W
26W-S05SVNRSAVIY,216722_1044,IM_S05SVNRUP_SAVINER_1,,,Active,,,,Production Unit,W
26W-S05SVRZSOVEL,216723_1126,IM_S05SVRZUP_SOVERZENE_1,,,Active,,,,Production Unit,W
26W-S05ZTGNZGNGT,363920_39023,IM_S05ZTGNUP_ZGNGOPOWER_1,,,Active,,,,Production Unit,W
26W-S05ZVEIZEVI0,216725_76,IM_S05ZVEIUP_ZEVIO_1,,,Active,,,,Production Unit,W
26W-S06AMPZAMPE5,216726_223,IM_S06AMPZUP_AMPEZZO_1,,,Active,,,,Production Unit,W
26W-S06BRCSBARCJ,216727_1136,IM_S06BRCSUP_BARCIS_1,,,Active,,,,Production Unit,W
26W-S06CHVLCHIEQ,216728_367,IM_S06CHVLUP_CHIEVOLIS_2,,,Active,,,,Production Unit,W
26W-S06CNVACANEK,216729_1141,IM_S06CNVAUP_CANEVA_2,,,Active,,,,Production Unit,W
26W-S06CRDNCORD7,216730_1193,IM_S06CRDNUP_CORDENONS_1,,,Active,,,,Production Unit,W
26W-S06ECLTSERVF,216731_1070,IM_S06ECLTUP_SERVOLA_2,,,Active,,,,Production Unit,W
26W-S06ELTTCNTR7,216732_534,IM_S06ELTTUP_CNTRLLTTRG_1,,,Active,,,,Production Unit,W
26W-S06MDNUMEDUQ,216733_435,IM_S06MDNUUP_MEDUNO_2,,,Active,,,,Production Unit,W
26W-S06MTNFMONFM,216734_607,IM_S06MTNFUP_MONFALCO_1,,,Active,,,,Production Unit,W
26W-S06PGNTPONT9,216735_871,IM_S06PGNTUP_PONTE_GIU_1,,,Active,,,,Production Unit,W
26W-S06SDDTDUINS,216736_93,IM_S06SDDTUP_DUINO_1,,,Active,,,,Production Unit,W
26W-S06SFCOS-FOV,216738_266,IM_S06SFCOUP_S.FOCA_1,,,Active,,,,Production Unit,W
26W-S06SLNRS-LE1,216739_1032,IM_S06SLNRUP_S.LEONARD_1,,,Active,,,,Production Unit,W
26W-S06SMNRSANM1,216740_4077,IM_S06SMNRUP_SANMARCO_1,,,Active,,,,Production Unit,W
26W-S06SMPLSOMP1,216741_88,IM_S06SMPLUP_SOMPLAGO_2,,,Active,,,,Production Unit,W
26W-S06TRVCTORV6,216742_2747,IM_S06TRVCUP_TORVISCOSA_1,,,Active,,,,Production Unit,W
26W-S06VRLLVILLJ,216744_68,IM_S06VRLLUP_VILLA_RIN_1,,,Active,,,,Production Unit,W
26W-S06WRTSWRTSI,216745_3068,IM_S06WRTSUP_WRTSLTLSPA_1,,,Active,,,,Production Unit,W
26W-S07ARLIAIRO1,216746_220,IM_S07ARLIUP_AIROLE_1,,,Active,,,,Production Unit,W
26W-S07CCRNCAIR0,216747_152,IM_S07CCRNUP_CAIRO_MON_1,,,Active,,,,Production Unit,W
26W-S07CERNCAIRL,216748_438,IM_S07CERNUP_CAIRO_1,,,Active,,,,Production Unit,W
26W-S07CNSRCNTRI,216749_262,IM_S07CNSRUP_CNTRLDCGNR_46,,,Active,,,,Production Unit,W
26W-S07CRSBCRSBR,214497_35194,IM_S07CRSBUP_CRSBRZNSCA_1,,,Active,,,,Production Unit,W
26W-S07GTNVGENOM,216750_166,IM_S07GTNVUP_GENOVA_T_4,,,Active,,,,Production Unit,W
26W-S07RCNTCNTRV,216751_193,IM_S07RCNTUP_CNTRLDRLTT_49,,,Active,,,,Production Unit,W
26W-S07SCPZSPEZO,216752_1107,IM_S07SCPZUP_SPEZIA_CE_3,,,Active,,,,Production Unit,W
26W-S07SMNCSNMCF,214550_35193,IM_S07SMNCUP_SNMCHLCRSO_1,,,Active,,,,Production Unit,W
26W-S07VTDRVADOQ,216753_615,IM_S07VTDRUP_VADO_TERM_4,,,Active,,,,Production Unit,W
26W-S08AGCARETEO,216755_189,IM_S08AGCAUP_RETE_2_1,,,Active,,,,Production Unit,W
26W-S08BCRGBARG4,216756_1029,IM_S08BCRGUP_BARGI_CEN_1,,,Active,,,,Production Unit,W
26W-S08BRLLPBRLY,216757_2847,IM_S08BRLLUP_PBRLLPARMA_1,,,Active,,,,Production Unit,W
26W-S08CB2NCLFRR,216758_2848,IM_S08CB2NUP_CLFRRRCSSN_1,,,Active,,,,Production Unit,W
26W-S08CCVRFNZCZ,216759_4344,IM_S08CCVRUP_FNZCNVRTTE_1,,,Active,,,,Production Unit,W
26W-S08CDRSMPNT8,216760_2885,IM_S08CDRSUP_MPNTLCCSNI_1,,,Active,,,,Production Unit,W
26W-S08CENTCNTRT,216761_1067,IM_S08CENTUP_CNTRNRGFRR_1,,,Active,,,,Production Unit,W
26W-S08CHCLCLHRQ,216762_3063,IM_S08CHCLUP_CLHRCSLGNO_1,,,Active,,,,Production Unit,W
26W-S08CRCBCBTRA,216763_4416,IM_S08CRCBUP_CBTRVNNCT1_1,,,Active,,,,Production Unit,W
26W-S08CTRPCARP4,216764_975,IM_S08CTRPUP_CARPI_TUR_2,,,Active,,,,Production Unit,W
26W-S08DCSTDSTRD,216765_2780,IM_S08DCSTUP_DSTRCGNRZN_1,,,Active,,,,Production Unit,W
26W-S08ERNPNPWR7,216768_980,IM_S08ERNPUP_NPWRRVENNA_3,,,Active,,,,Production Unit,W
26W-S08ESDSSANQ4,216769_894,IM_S08ESDSUP_SANQUIRICO_1,,,Active,,,,Production Unit,W
26W-S08FCTVFEAT1,216770_599,IM_S08FCTVUP_FEATV2_2,,,Active,,,,Production Unit,W
26W-S08FRNTFARNN,216771_810,IM_S08FRNTUP_FARNETA_1,,,Active,,,,Production Unit,W
26W-S08IPSLISOLP,216772_646,IM_S08IPSLUP_ISOLA_PAL_1,,,Active,,,,Production Unit,W
26W-S08ISSLISOL1,216773_625,IM_S08ISSLUP_ISOLA_SER_1,,,Active,,,,Production Unit,W
26W-S08LCCSLA-CQ,216774_899,IM_S08LCCSUP_LA_CASELL_4,,,Active,,,,Production Unit,W
26W-S08LCCSLCSE1,216774_39289,IM_S08LCCSUP_LCSELLACLE_5,,,Active,,,,Production Unit,W
26W-S08LGNCLGNCS,216775_593,IM_S08LGNCUP_LGNCHOZOLA_2,,,Active,,,,Production Unit,W
26W-S08LPNELE-PZ,216777_635,IM_S08LPNEUP_LE_PIANE_1,,,Active,,,,Production Unit,W
26W-S08MSCHMUSC5,216779_655,IM_S08MSCHUP_MUSCHIOSO_1,,,Active,,,,Production Unit,W
26W-S08PCRTPORTI,216780_896,IM_S08PCRTUP_PORTO_COR_4,,,Active,,,,Production Unit,W
26W-S08PLCNPIACB,216781_758,IM_S08PLCNUP_PIACENZA_4,,,Active,,,,Production Unit,W
26W-S08PRDRPREDU,216782_644,IM_S08PRDRUP_PREDARE_1,,,Active,,,,Production Unit,W
26W-S08SBMRCNTR2,216783_4466,IM_S08SBMRUP_CNTRLBMSSB_2,,,Active,,,,Production Unit,W
26W-S08SERMSARMZ,216784_1714,IM_S08SERMUP_SARMATO_1,,,Active,,,,Production Unit,W
26W-S08SLSMSALSF,216785_645,IM_S08SLSMUP_SALSOMINO_1,,,Active,,,,Production Unit,W
26W-S08SNVNSUVIU,216786_1133,IM_S08SNVNUP_SUVIANA_N_1,,,Active,,,,Production Unit,W
26W-S08SSCMSCMSN,39500_39580,IM_S08SSCMUP_SCMSGCGNRZ_1,,,Active,,,,Production Unit,W
26W-S08TCNBTECNA,216787_2728,IM_S08TCNBUP_TECNOBORGO_1,,,Active,,,,Production Unit,W
26W-S08TDFRCLHRX,216788_3120,IM_S08TDFRUP_CLHRFRLIBG_1,,,Active,,,,Production Unit,W
26W-S08TDMRCLHRL,216789_4442,IM_S08TDMRUP_CLHRMDNCVZ_1,,,Active,,,,Production Unit,W
26W-S08TEMPTENED,216790_532,IM_S08TEMPUP_TENERGY_1,,,Active,,,,Production Unit,W
26W-S08UCNGNGRC7,216791_3201,IM_S08UCNGUP_NGRCNSLICE_1,,,Active,,,,Production Unit,W
26W-S09AGPPNPWRX,216792_159,IM_S09AGPPUP_NPWRLVORNO_6,,,Active,,,,Production Unit,W
26W-S09AMBNAMBIV,216793_1058,IM_S09AMBNUP_AMBIENTE_1,,,Active,,,,Production Unit,W
26W-S09B3GNBAGN9,216794_730,IM_S09B3GNUP_BAGNORE_3_1,,,Active,,,,Production Unit,W
26W-S09C1RBCARBY,216795_1198,IM_S09C1RBUP_CARBOLI_1_1,,,Active,,,,Production Unit,W
26W-S09C2RBCARBQ,216796_133,IM_S09C2RBUP_CARBOLI_2_1,,,Active,,,,Production Unit,W
26W-S09C2RNCORNM,216797_713,IM_S09C2RNUP_CORNIA_2_1,,,Active,,,,Production Unit,W
26W-S09CPLRPORCZ,216798_893,IM_S09CPLRUP_PORCARI_1,,,Active,,,,Production Unit,W
26W-S09CRFNCORFX,216799_483,IM_S09CRFNUP_CORFINO_1,,,Active,,,,Production Unit,W
26W-S09CSPLVERFN,216800_3059,IM_S09CSPLUP_VERFALESIA_1,,,Active,,,,Production Unit,W
26W-S09ELTTPIOMV,216802_1220,IM_S09ELTTUP_PIOMBINO_5,,,Active,,,,Production Unit,W
26W-S09FRNLFARIY,216803_135,IM_S09FRNLUP_FARINELLO_1,,,Active,,,,Production Unit,W
26W-S09GBBRNUOVR,216804_136,IM_S09GBBRUP_NUOVA_GAB_1,,,Active,,,,Production Unit,W
26W-S09GLLCGALL0,216805_255,IM_S09GLLCUP_GALLICANO_1,,,Active,,,,Production Unit,W
26W-S09IPNTPNTRY,216806_4341,IM_S09IPNTUP_PNTRECOGEN_1,,,Active,,,,Production Unit,W
26W-S09IPYPISE-N,216807_807,IM_S09IPYPUP_ISE_PIOMB_1,,,Active,,,,Production Unit,W
26W-S09LGRSLAGOQ,216808_429,IM_S09LGRSUP_LAGONI_RO_1,,,Active,,,,Production Unit,W
26W-S09LMVRLIVOR,216809_760,IM_S09LMVRUP_LIVORNO_M_2,,,Active,,,,Production Unit,W
26W-S09LPNNLA-PO,216810_629,IM_S09LPNNUP_LA_PENNA_1,,,Active,,,,Production Unit,W
26W-S09LPRTLE-PI,216811_137,IM_S09LPRTUP_LE_PRATA_1,,,Active,,,,Production Unit,W
26W-S09LVNELEVAM,216812_692,IM_S09LVNEUP_LEVANE_1,,,Active,,,,Production Unit,W
26W-S09M1NTMONTU,216813_138,IM_S09M1NTUP_MONTEVERD_1,,,Active,,,,Production Unit,W
26W-S09M2NTMONTM,216814_139,IM_S09M2NTUP_MONTEVERD_2,,,Active,,,,Production Unit,W
26W-S09NLVGNUOVW,216815_426,IM_S09NLVGUP_NUOVA_LAG_1,,,Active,,,,Production Unit,W
26W-S09NLVRN-LAU,216816_1416,IM_S09NLVRUP_N_LARDERE_1,,,Active,,,,Production Unit,W
26W-S09NMVLNUOVV,216817_722,IM_S09NMVLUP_NUOVA_MOL_1,,,Active,,,,Production Unit,W
26W-S09NMVNNUOVJ,216818_140,IM_S09NMVNUP_NUOVA_MON_1,,,Active,,,,Production Unit,W
26W-S09NPMVNVPGX,216819_1524,IM_S09NPMVUP_NVPGNONEMS_1,,,Active,,,,Production Unit,W
26W-S09NSVSNUOVF,216820_141,IM_S09NSVSUP_NUOVA_SAS_1,,,Active,,,,Production Unit,W
26W-S09P5NCPIANM,216821_510,IM_S09P5NCUP_PIANCASTA_8,,,Active,,,,Production Unit,W
26W-S09PDRNPIANC,216822_862,IM_S09PDRNUP_PIAN_DELL_1,,,Active,,,,Production Unit,W
26W-S09PEPAPRCLL,216823_3688,IM_S09PEPAUP_PRCLCPGGLT_1,,,Active,,,,Production Unit,W
26W-S09PNCCPIANT,216825_720,IM_S09PNCCUP_PIANACCE_1,,,Active,,,,Production Unit,W
26W-S09PNCNPIAN0,216826_508,IM_S09PNCNUP_PIANCASTA_6,,,Active,,,,Production Unit,W
26W-S09PNCTPIAN1,216827_509,IM_S09PNCTUP_PIANCASTA_7,,,Active,,,,Production Unit,W
26W-S09PRTFPORTW,216828_938,IM_S09PRTFUP_PORTOFERR_1,,,Active,,,,Production Unit,W
26W-S09PTMBPIOMP,216829_761,IM_S09PTMBUP_PIOMBINO_1,,,Active,,,,Production Unit,W
26W-S09R2NCRANCX,216830_715,IM_S09R2NCUP_RANCIA_2_1,,,Active,,,,Production Unit,W
26W-S09RDCNNUOV3,216831_142,IM_S09RDCNUP_NUOVA_RAD_1,,,Active,,,,Production Unit,W
26W-S09RNCARANCS,216832_511,IM_S09RNCAUP_RANCIA_1_1,,,Active,,,,Production Unit,W
26W-S09RSLCROSEN,216833_1632,IM_S09RSLCUP_ROSELECTRA_1,,,Active,,,,Production Unit,W
26W-S09RSNOROSEB,216834_1064,IM_S09RSNOUP_ROSEN_1,,,Active,,,,Production Unit,W
26W-S09S1LVSELVR,216835_143,IM_S09S1LVUP_SELVA_1_1,,,Active,,,,Production Unit,W
26W-S09S1STSESTA,216836_505,IM_S09S1STUP_SESTA_1_1,,,Active,,,,Production Unit,W
26W-S09S2SSSASSQ,216837_4329,IM_S09S2SSUP_SASSO2_1,,,Active,,,,Production Unit,W
26W-S09SBRBSBAR4,216838_1725,IM_S09SBRBUP_SBARBARA_3,,,Active,,,,Production Unit,W
26W-S09SCCACNTR8,359540_35069,IM_S09SCCAUP_CNTRLDTSTI_7,,,Active,,,,Production Unit,W
26W-S09SLMNNVASF,220447_39037,IM_S09SLMNUP_NVASOLMINE_1,,,Active,,,,Production Unit,W
26W-S09SRRZNUOV1,216839_144,IM_S09SRRZUP_NUOVA_SER_1,,,Active,,,,Production Unit,W
26W-S09STYPSONDY,216840_1123,IM_S09STYPUP_SONDEL_TE_1,,,Active,,,,Production Unit,W
26W-S09T3RVTRAVA,216841_145,IM_S09T3RVUP_TRAVALE_3_1,,,Active,,,,Production Unit,W
26W-S09T4RVTRAV2,216842_717,IM_S09T4RVUP_TRAVALE_4_2,,,Active,,,,Production Unit,W
26W-S09TFRMPOGGC,216843_3306,IM_S09TFRMUP_POGGIBONSI_1,,,Active,,,,Production Unit,W
26W-S09TRRTTORRL,216844_1204,IM_S09TRRTUP_TORRITE_1,,,Active,,,,Production Unit,W
26W-S09VNCHVINC9,216845_72,IM_S09VNCHUP_VINCHIANA_1,,,Active,,,,Production Unit,W
26W-S09VSLLVALLD,216846_900,IM_S09VSLLUP_VALLE_SEC_1,,,Active,,,,Production Unit,W
26W-S10BSTRBASTL,216848_768,IM_S10BSTRUP_BASTARDO_2,,,Active,,,,Production Unit,W
26W-S10ETDSTERN1,216849_348,IM_S10ETDSUP_TERNI_1,,,Active,,,,Production Unit,W
26W-S10GLLTGALLE,216850_547,IM_S10GLLTUP_GALLETO_1,,,Active,,,,Production Unit,W
26W-S10MANTMONT0,216851_710,IM_S10MANTUP_MONTE_ARG_1,,,Active,,,,Production Unit,W
26W-S10NMRNNRAMD,216852_2808,IM_S10NMRNUP_NRAMONTORO_3,,,Active,,,,Production Unit,W
26W-S10NMRTNERA2,216853_531,IM_S10NMRTUP_NERA_MONT_1,,,Active,,,,Production Unit,W
26W-S10NRNANARNK,216854_785,IM_S10NRNAUP_NARNI_1,,,Active,,,,Production Unit,W
26W-S10PRCEPREC1,216855_880,IM_S10PRCEUP_PRECI_1,,,Active,,,,Production Unit,W
26W-S10PTRFPIETO,216856_898,IM_S10PTRFUP_PIETRAFIT_5,,,Active,,,,Production Unit,W
26W-S11ACPNPNRGX,216858_270,IM_S11ACPNUP_PNRGIAIGCC_1,,,Active,,,,Production Unit,W
26W-S11CMNNCOMUY,216859_434,IM_S11CMNNUP_COMUNANZA_1,,,Active,,,,Production Unit,W
26W-S11CPDPCPODI,216860_526,IM_S11CPDPUP_CPODIPONTE_2,,,Active,,,,Production Unit,W
26W-S11CPMRCMRTP,216861_451,IM_S11CPMRUP_CMRTPICENA_5,,,Active,,,,Production Unit,W
26W-S11FRLUFURLE,216862_641,IM_S11FRLUUP_FURLO_1,,,Active,,,,Production Unit,W
26W-S11GRSEGEROV,216863_647,IM_S11GRSEUP_GEROSA_1,,,Active,,,,Production Unit,W
26W-S11JSEIJESIR,216864_416,IM_S11JSEIUP_JESI_1,,,Active,,,,Production Unit,W
26W-S11PRRTPORTV,216865_256,IM_S11PRRTUP_PORTA_ROM_1,,,Active,,,,Production Unit,W
26W-S11VLCMVLCMS,216867_38791,IM_S11VLCMUP_VLCMFIASTR_1,,,Active,,,,Production Unit,W
26W-S11VNMRVENA5,216868_1216,IM_S11VNMRUP_VENAMARTE_1,,,Active,,,,Production Unit,W
26W-S12ACCSACEAW,216869_61,IM_S12ACCSUP_ACEA_CAST_1,,,Active,,,,Production Unit,W
26W-S12ACQRACQUC,216870_650,IM_S12ACQRUP_ACQUORIA_1,,,Active,,,,Production Unit,W
26W-S12ADRRCNTRE,216871_3232,IM_S12ADRRUP_CNTRLDCGNR_48,,,Active,,,,Production Unit,W
26W-S12AOCSMONTM,216872_978,IM_S12AOCSUP_MONTEMART_1,,,Active,,,,Production Unit,W
26W-S12ASCLSALIC,216873_1059,IM_S12ASCLUP_SALISANO_2,,,Active,,,,Production Unit,W
26W-S12ATCRTOR-1,216874_569,IM_S12ATCRUP_TOR_DI_VA_2,,,Active,,,,Production Unit,W
26W-S12BEGBGUARV,216875_4301,IM_S12BEGBUP_GUARCINO_1,,,Active,,,,Production Unit,W
26W-S12CESLEPSIK,216876_535,IM_S12CESLUP_EPSISTEMI_1,,,Active,,,,Production Unit,W
26W-S12CGSTCAST4,216877_393,IM_S12CGSTUP_CASTEL_GI_1,,,Active,,,,Production Unit,W
26W-S12CMNCCOMUG,216878_712,IM_S12CMNCUP_COMUNACQU_1,,,Active,,,,Production Unit,W
26W-S12CNTRCANT5,216879_986,IM_S12CNTRUP_CANTERNO_1,,,Active,,,,Production Unit,W
26W-S12CPRECEPRQ,216880_1052,IM_S12CPREUP_CEPRANO_1,,,Active,,,,Production Unit,W
26W-S12CSSNCASSK,216881_325,IM_S12CSSNUP_CASSINO_1,,,Active,,,,Production Unit,W
26W-S12CTLOCOTIG,216882_486,IM_S12CTLOUP_COTILIA_1,,,Active,,,,Production Unit,W
26W-S12FIRAFARFO,216883_246,IM_S12FIRAUP_FARFA_II_1,,,Active,,,,Production Unit,W
26W-S12FIRFFARFV,216884_245,IM_S12FIRFUP_FARFA_I_1,,,Active,,,,Production Unit,W
26W-S12G1VICOLAP,216886_3237,IM_S12G1VIUP_COLARI_1,,,Active,,,,Production Unit,W
26W-S12GFRRMANDT,216887_886,IM_S12GFRRUP_MANDELA_1,,,Active,,,,Production Unit,W
26W-S12MCBLMBLS8,216888_536,IM_S12MCBLUP_MBLSERVICE_1,,,Active,,,,Production Unit,W
26W-S12MCNTMNTAP,216889_39913,IM_S12MCNTUP_MNTALTOCLE_1,,,Active,,,,Production Unit,W
26W-S12MCNTMONT1,216889_936,IM_S12MCNTUP_MONTALTO_1,,,Active,,,,Production Unit,W
26W-S12MNT2MONTX,216890_4413,IM_S12MNT2UP_MONTALTO24_1,,,Active,,,,Production Unit,W
26W-S12NZZNNAZZM,216892_786,IM_S12NZZNUP_NAZZANO_1,,,Active,,,,Production Unit,W
26W-S12PFNTPONT9,216893_870,IM_S12PFNTUP_PONTE_FEL_1,,,Active,,,,Production Unit,W
26W-S12PNTCPONT5,216894_653,IM_S12PNTCUP_PONTECORV_1,,,Active,,,,Production Unit,W
26W-S12PNTMPONTJ,216895_812,IM_S12PNTMUP_PONTEFIUM_1,,,Active,,,,Production Unit,W
26W-S12SCLLSCAL8,216896_504,IM_S12SCLLUP_SCALELLE_1,,,Active,,,,Production Unit,W
26W-S12SDSYSORAI,216897_2962,IM_S12SDSYUP_SORA_2,,,Active,,,,Production Unit,W
26W-S12TRRLTORRH,216899_514,IM_S12TRRLUP_TORREVALN_2,,,Active,,,,Production Unit,W
26W-S12TRRVTORRV,216900_798,IM_S12TRRVUP_TORREVALD_4,,,Active,,,,Production Unit,W
26W-S12TRRVTRRVB,216900_2154,IM_S12TRRVUP_TRRVLDLIGA_6,,,Active,,,,Production Unit,W
26W-S13A1VNAVENG,216901_498,IM_S13A1VNUP_AVENTINO1_1,,,Active,,,,Production Unit,W
26W-S13ALNNALAN1,216902_222,IM_S13ALNNUP_ALANNO_1,,,Active,,,,Production Unit,W
